0.875;0;superb;http://farm4.staticflickr.com/3123/3155452156_574339a2e8.jpg;Superb Fairy-Wren
0.875;0;superb;http://farm8.staticflickr.com/7033/6399458071_1afcee6dba.jpg;Superb Specimen
0.875;0;superb;http://farm5.staticflickr.com/4108/5177081676_cdb6952a14.jpg;Superb Starling
0.875;0;superb;http://farm3.staticflickr.com/2775/4152878155_b9b18e3c86.jpg;Superb Parrot
0.875;0;superb;http://farm3.staticflickr.com/2266/2395229103_b8c63f7243.jpg;Superb Starling all puffed up 0R7E7047
0.875;0;superb;http://farm3.staticflickr.com/2399/2109749559_7030a464f2.jpg;Superb Fairy Wrens
0.875;0;superb;http://farm5.staticflickr.com/4039/4396741339_b6c1a3e093.jpg;Superb Starling
0.875;0;superb;http://farm4.staticflickr.com/3154/2663277434_8b56c93c33.jpg;Superb Fairywren
0.875;0;superb;http://farm9.staticflickr.com/8449/8034948062_0687072c13.jpg;Superb Starling (Lamprotornis superbus)
0.875;0;superb;http://farm3.staticflickr.com/2310/2036310389_7785e5461a.jpg;Superb Fairywren
0.875;0;superb;http://farm5.staticflickr.com/4154/5000899110_98124efcbc.jpg;Superb Starling
0.875;0;superb;http://farm2.staticflickr.com/1397/1210089195_c69707b548.jpg;Superb Fairywren
0.875;0;superb;http://farm5.staticflickr.com/4052/4333707881_f8b5a580f4.jpg;Superb Fairy-wern
0.875;0;superb;http://farm9.staticflickr.com/8228/8529445634_e682f36e6f_z.jpg;Superb Starling
0.875;0;superb;http://farm9.staticflickr.com/8382/8553338887_cbd8c29497.jpg;Superb Fairy-wren, hunting.
0.875;0;superb;http://farm9.staticflickr.com/8206/8185293980_870a544907.jpg;Superb Starling
0.875;0;superb;http://farm5.staticflickr.com/4051/4257496703_c191504947.jpg;Superb Siblings
0.875;0;superb;http://farm4.staticflickr.com/3642/3591664463_32b946950a.jpg;Superb Fairy-wren
0.875;0;superb;http://farm6.staticflickr.com/5047/5254187815_8462079d12.jpg;Superb Starling
0.875;0;superb;http://farm5.staticflickr.com/4052/4208592293_49c78dccb1.jpg;Superb starling
0.875;0;superb;http://farm1.staticflickr.com/40/149538859_bdca7364b3.jpg;Superb Fairywren
0.875;0;superb;http://farm9.staticflickr.com/8488/8275128359_e8c5c65e12.jpg;Superb Blue Wren
0.875;0;superb;http://farm9.staticflickr.com/8044/8076267154_af347eaffe_z.jpg;SUPERB STARLING
0.875;0;superb;http://farm4.staticflickr.com/3106/2828537716_dc727924c4.jpg;Superb Starling (Lamprotornis superbus)
0.875;0;superb;http://farm1.staticflickr.com/120/305289885_c540a24489.jpg;Superb Fairywren - female
0.875;0;superb;http://farm3.staticflickr.com/2134/5746750279_3ca8b99ca4.jpg;Superb Fairy-Wren, male.
0.875;0;superb;http://farm8.staticflickr.com/7232/6992325976_a270210f84.jpg;Superb Fairy-wren
0.875;0;superb;http://farm3.staticflickr.com/2026/2355774321_66d0d1a3f7.jpg;Superb Fairywren
0.875;0;superb;http://farm9.staticflickr.com/8513/8585084850_ebea757d6b.jpg;Superb Fairy-wren, female, with dandelion seeds
0.875;0;superb;http://farm3.staticflickr.com/2617/4157401566_666682b636.jpg;Superb Fairy-wern
0.875;0;superb;http://farm9.staticflickr.com/8466/8409005198_05438ef56f.jpg;Superb Starling
0.875;0;superb;http://farm3.staticflickr.com/2641/3931579586_9955823edd.jpg;Superb Starling
0.875;0;superb;http://farm4.staticflickr.com/3305/4621346978_c6f4a6fc84.jpg;Superb Starlings
0.875;0;superb;http://farm1.staticflickr.com/52/149538603_1e129a4ae2.jpg;Superb Fairywren
0.875;0;superb;http://farm4.staticflickr.com/3603/3399456473_fe327c6cc7.jpg;Superb Starling
0.875;0;superb;http://farm3.staticflickr.com/2517/4091770551_f2f1c65910.jpg;Superb Fairy Wren (female)
0.875;0;superb;http://farm4.staticflickr.com/3066/2441123877_273e0d9b61.jpg;Superb Starling - profile!
0.875;0;superb;http://farm6.staticflickr.com/5250/5231023446_6bfd473ef9.jpg;Superb Fairywren (Malurus cyaneus)
0.875;0;superb;http://farm4.staticflickr.com/3520/3706856349_395aff662e.jpg;Superb Green Cicada
0.875;0;superb;http://farm3.staticflickr.com/2450/3815128783_0f1db8a037.jpg;Superb starling
0.875;0;superb;http://farm4.staticflickr.com/3450/3190291722_a4ac080421.jpg;Superb Parrot
0.875;0;superb;http://farm9.staticflickr.com/8334/8078908952_1deeb857cb.jpg;Superb Starling (Lamprotornis superbus)
0.875;0;superb;http://farm9.staticflickr.com/8442/8018986971_387a0acd06.jpg;Superb parrot male DSC_4991
0.875;0;superb;http://farm3.staticflickr.com/2812/9030545772_445f544ff5.jpg;Superb Starling with Feather
0.875;0;superb;http://farm9.staticflickr.com/8048/8075762973_6a47dca9c4.jpg;Superb Starling (Lamprotornis superbus)
0.875;0;superb;http://farm6.staticflickr.com/5086/5380597990_36e2cdbe31.jpg;Superb Starling (Lamprotornis superbus)
0.875;0;superb;http://farm4.staticflickr.com/3374/3198477652_6b4539f4d2.jpg;Superb Fairy-wren
0.875;0;superb;http://farm9.staticflickr.com/8251/8487796187_d39d16d448.jpg;Superb Fairy-wren Portrait
0.875;0;superb;http://farm9.staticflickr.com/8030/7985029787_4cc1da917b.jpg;Superb Parrot - Polytelis swainsonii DSC_3273
0.875;0;superb;http://farm6.staticflickr.com/5244/5379998597_c966c682e0.jpg;Superb Starling (Lamprotornis superbus)
0.875;0;elegance;http://farm9.staticflickr.com/8468/8134113753_0f06116c59.jpg;Elegance: O último grande sucesso da Busscar
0.875;0;elegance;http://farm5.staticflickr.com/4080/4925855251_a88de456fb.jpg;1982 Cadillac Sedan DeVille D'elegance diesel
0.875;0;elegance;http://farm5.staticflickr.com/4100/4926451192_6147e31607.jpg;1982 Cadillac Sedan DeVille D'elegance diesel
0.875;0;elegance;http://farm3.staticflickr.com/2771/4537287068_6e20575271.jpg;Elegance ~ MjYj
0.875;0;elegance;http://farm4.staticflickr.com/3572/3443450077_093a966a28.jpg;Élegance
0.875;0;elegance;http://farm5.staticflickr.com/4137/4792075158_27e13c1476.jpg;Elegance
0.875;0;elegance;http://farm9.staticflickr.com/8459/8033389186_ba4c08dd17.jpg;ELEGANCE
0.875;0;elegance;http://farm1.staticflickr.com/194/504413255_3ad4e2b35f.jpg;elegance...
0.875;0;elegance;http://farm9.staticflickr.com/8436/8020522549_2b2e08447a.jpg;ELEGANCE
0.875;0;elegance;http://farm3.staticflickr.com/2248/5818357568_7e8454b0e1.jpg;Elegance
0.875;0;elegance;http://farm3.staticflickr.com/2773/4332996293_57cc387597.jpg;Elegance
0.875;0;elegance;http://farm3.staticflickr.com/2260/2219298612_cc3065469c.jpg;~ Elegance
0.875;0;elegance;http://farm9.staticflickr.com/8446/7840480772_78b7e18ba1.jpg;Elegance
0.875;0;elegance;http://farm1.staticflickr.com/169/376048247_dcab9d494e.jpg;Elegance
0.875;0;elegance;http://farm9.staticflickr.com/8451/7958563870_275bcdc075.jpg;Elegance
0.875;0;elegance;http://farm1.staticflickr.com/71/165999000_e1732542bb.jpg;elegance
0.875;0;elegance;http://farm3.staticflickr.com/2668/3905017482_ccbbf3ce91.jpg;Elegance
0.875;0;elegance;http://farm1.staticflickr.com/73/206391872_e508b05c05.jpg;Elegance*
0.875;0;elegance;http://farm1.staticflickr.com/112/260110038_361efba9e8.jpg;elegance
0.875;0;elegance;http://farm7.staticflickr.com/6155/6195703169_bfbd1fdb16_z.jpg;Elegance Theme in Dark Skin
0.875;0;elegance;http://farm3.staticflickr.com/2667/3718728328_96bb46d7db_z.jpg?zz=1;Elegance
0.875;0;elegance;http://farm1.staticflickr.com/125/360537024_633783a0a1.jpg;Elegance
0.875;0;elegance;http://farm9.staticflickr.com/8396/8696274025_0acb9c14e6.jpg;Elegance
0.875;0;elegance;http://farm1.staticflickr.com/40/87837548_e5cdc68017.jpg;Elegance*
0.875;0;elegance;http://farm8.staticflickr.com/7015/6536667327_68f2962976.jpg;elegance
0.875;0;elegance;http://farm3.staticflickr.com/2496/3891482661_1044b57575.jpg;Elegance
0.875;0;elegance;http://farm6.staticflickr.com/5015/5474774205_f24a503b34.jpg;...elegance
0.875;0;elegance;http://farm4.staticflickr.com/3413/3431752839_c4a37c6ff5.jpg;elegance
